N,P,K,pH,EC,Temperature,Humidity,Yield,Fertility
63.54881636779618,64.46457046400974,126.92271864844813,6.481843538891966,1.4921656575667566,34.61360534139603,55.71884195281409,250.35457799425936,7.4
138.7851702730378,31.587254087536515,117.28926578129654,5.876675198362543,0.7327076637979908,25.587637223928994,68.28945493366015,240.15463852091878,6.4
143.26056398865023,85.56571855615321,139.9315729953501,5.546886951922021,1.6470541543066533,28.64986231480638,77.93449728288243,286.4680100506152,10.93
94.55681640475952,48.48419653718063,68.2725616046782,7.372036717973911,2.1976555480232665,27.234130840993068,65.33565006924033,237.992739019878,6.19
88.82355461139827,75.14316258852426,114.64942502225854,6.02122365217055,1.9554506300046333,25.4738854293344,63.13510826574434,246.76649495499004,7.05
75.7596435301159,64.00809545629318,98.48882215344308,7.116517714549265,0.33764498580210334,33.085029441269,75.4107718712458,250.82269268823876,7.45
115.73675854710376,79.58418690133641,130.03769591574024,6.788419717310676,1.2087540019280545,34.54916059638282,65.48362278223327,275.5697669442458,9.86
99.26169375062625,30.98620928638763,184.53398599961338,6.7306012509620246,2.011826269553241,32.646752762448976,59.729256617746856,270.3037892463711,9.35
146.42384192500572,74.69526178494448,183.21501877407871,5.918878924350923,1.066557431804621,34.22827733843543,79.4515343873379,317.9121240739584,14.0
130.098447486944,34.1372314121099,197.26263709485238,5.6181372175534525,0.557033671345568,27.231757318488114,64.95649728949694,254.07578623532476,7.76
95.52052852095748,59.10722194602447,166.49474349345252,5.969101776285544,2.1217634827950596,34.01959441182938,59.552081861898856,272.92602160087665,9.61
130.10580865919948,77.01556249117516,82.5109874289279,6.719163681036202,2.1292224603177137,27.343750012285334,68.37660158717573,268.7422427496732,9.2
54.171797281875115,52.53195655592552,168.8847224919671,6.910405327945587,1.1711565334169616,34.33906473839355,75.04671606915082,258.92690247252443,8.24
126.94578719378116,79.85055451181202,113.42978104468438,6.491291234559508,1.2636758669394925,27.62973035722583,72.61473560836143,263.2998086790422,8.67
50.317111675529425,90.34742349623083,159.6119208903845,6.8133575533194835,1.9628353107579268,34.187385626412954,67.20939758676839,276.59070145673434,9.96
79.28093920494769,91.325629658445,141.05647213781748,5.860796049257355,1.510292051796377,30.91849511738018,51.471010472133194,238.94466118285027,6.29
111.0914332666879,82.75049067738314,134.88476590489913,6.732339982510526,0.30751096230131236,26.48772978100327,71.84005814108475,249.2678805130037,7.29
141.3027391420646,97.23196872298075,122.60851363726697,5.859401147080009,2.448223455603782,32.22701791987318,66.77092997510722,296.496191128304,11.91
80.01150047446366,42.01043757416121,107.29473057188801,5.5357528179392945,2.234997594899527,32.256968818773295,57.821407277927044,248.49956525166903,7.22
74.859863667071,91.22244049015812,114.61463961049323,5.789909796923053,1.4175907365528726,32.99652797870561,51.34340444771368,241.68008524766978,6.55
116.63921049033289,84.63823580818092,129.49083218060875,6.168133966165407,0.5499689123121402,27.66680487829596,57.67609419894832,227.0000213772518,5.12
148.75329108598163,62.76875405160535,162.83277464734564,7.080722106521419,1.2328031244009963,32.930538527717204,68.16548290752215,288.422549769247,11.12
96.82704060744283,74.30864053844954,137.05416040910143,6.210796227973088,2.2503169309915463,34.37682406529282,65.8193746363808,278.69784198556647,10.17
62.328737952635436,82.3238770343411,120.05186671930223,5.732353017785976,0.5839888808868219,34.97737446961839,63.13455746391682,242.42320760735103,6.63
141.6031386732439,40.86999603177915,71.88522138277202,5.637340320269505,2.4362167555375525,30.68460695423525,62.78021010813719,250.78277496114254,7.44
144.61435334834252,38.594269340360405,55.80612764195587,6.038961580490724,0.40265612843907195,27.906272971400227,65.48789471214289,224.78725073078778,4.9
77.76973733042077,47.593112525573886,123.24818622987024,6.513723327859275,1.3599112016057127,27.525507253892684,68.54062061491797,247.10610967800199,7.08
101.96536887579605,64.14418854449107,57.96759291027223,6.911467963433327,2.053272284505403,28.925413672855047,59.14396966813713,244.32842915047374,6.81
65.47449987164417,63.79068582191437,78.13308433116185,5.5901944357395035,0.9910560887677715,33.00318526349924,76.09886403225676,246.59972263099374,7.03
51.462735282422045,95.96405691023028,150.50824201654575,7.170952651485226,0.8827450192963653,27.685592168096708,63.407891465991796,234.36619368261898,5.84
82.4243206409491,73.97090995648718,50.54118737844158,5.752648374138833,2.3834072714327674,32.38429289968693,79.72405872651865,274.06526311420555,9.72
149.08984387457872,36.46770810954315,149.42019943848803,6.490018216282747,0.5708423360198867,31.345941290133684,57.14432465506745,237.58293620087224,6.15
101.31412878059928,44.5770128891296,79.41358162766424,7.140816186390424,1.1247237739342177,27.650135638781183,65.1974017803716,225.16157231590924,4.94
137.6495641252166,92.60748242684934,158.45346505461765,5.532551993953657,1.7362301882586082,25.0436562654388,62.767006485744126,276.9227733366403,10.0
56.739574665921964,80.5538817682912,63.947182663340065,6.472309820780994,1.040475105977464,28.640595246396597,70.45527066806568,237.54933407696768,6.15
78.41537371562974,31.41976072292422,76.59537807655262,5.665066031860552,0.9193385297096281,34.1774692344559,55.74953330870133,220.08294243275427,4.45
96.8899267926496,99.53105204902671,69.40788682344301,6.719119267706073,0.5068811218446809,28.629040830387428,77.65181229076266,260.4609265087516,8.39
126.17731904568676,92.677022223105,177.74326933320157,6.085058140022181,1.0846167693101039,34.46840504100399,74.68671942434605,310.2156351510471,13.25
142.2611776728819,73.28426503017062,154.39912783715027,6.82572491088825,1.560664274537308,25.069512686645858,64.65359345844988,275.36392830960966,9.84
89.30237570621351,66.546104740852,106.58968730207191,7.333403837045911,1.948971901599627,33.690068272439234,56.936116602614376,242.69531614694583,6.65
142.90876771906528,88.92122156691082,179.57804020387596,5.582001546088848,0.496555983582054,25.726509075011133,68.26604152953358,265.18835232440074,8.85
